Date,Year,Month,WeekOfYear,DayOfWeek,DayOfYear,Hour,Data Entity,Severity,Latitude,Longitude ,Intersection Id
2021-01-06,2021,1,1,2,6,8,CRUE/SEM,3.0,7.0883327,-73.1085326,11
2021-01-07,2021,1,1,3,7,0,CRUE/SEM,,7.1173812,-73.1195474,15
2021-01-07,2021,1,1,3,7,10,CRUE/SEM,3.0,7.1277752,-73.1242186,68
2021-01-07,2021,1,1,3,7,0,CRUE/SEM,,7.1039538,-73.1250612,1206
2021-01-07,2021,1,1,3,7,0,CRUE/SEM,,7.1264443,-73.1149043,320
2021-01-07,2021,1,1,3,7,15,CRUE/SEM,,7.1500762,-73.1292286,1098
2021-01-07,2021,1,1,3,7,18,CRUE/SEM,3.0,7.1073874,-73.1364357,4
2021-01-07,2021,1,1,3,7,7,CRUE/SEM,3.0,7.12775,-73.127347,185
2021-01-07,2021,1,1,3,7,7,CRUE/SEM,3.0,7.110472,-73.1194085,5
2021-01-07,2021,1,1,3,7,6,CRUE/SEM,3.0,7.119349,-73.1227416,0
2021-01-07,2021,1,1,3,7,0,CRUE/SEM,,7.1220077,-73.1225046,387
2021-01-07,2021,1,1,3,7,13,CRUE/SEM,3.0,7.0962981,-73.1022346,1033
2021-01-07,2021,1,1,3,7,0,CRUE/SEM,,7.12282,-73.1223,286
2021-01-07,2021,1,1,3,7,18,CRUE/SEM,3.0,7.1073874,-73.1364357,4
2021-01-07,2021,1,1,3,7,20,CRUE/SEM,3.0,7.1177606,-73.1106902,7
2021-01-07,2021,1,1,3,7,20,CRUE/SEM,,7.1137847,-73.1093073,155
2021-01-07,2021,1,1,3,7,21,CRUE/SEM,1.0,7.1119438,-73.1303851,306
2021-01-07,2021,1,1,3,7,0,CRUE/SEM,,7.1206415,-73.1209489,173
2021-01-08,2021,1,1,4,8,14,CRUE/SEM,5.0,7.0781847,-73.122323,1074
2021-01-08,2021,1,1,4,8,11,CRUE/SEM,2.0,7.0972416,-73.1193828,201
2021-01-08,2021,1,1,4,8,12,CRUE/SEM,2.0,7.1193402,-73.1270137,83
2021-01-08,2021,1,1,4,8,20,CRUE/SEM,,7.1041755,-73.1226494,172
2021-01-08,2021,1,1,4,8,15,CRUE/SEM,3.0,7.113306,-73.1236018,13
2021-01-08,2021,1,1,4,8,15,CRUE/SEM,4.0,7.119349,-73.1227416,0
2021-01-08,2021,1,1,4,8,15,CRUE/SEM,4.0,7.1041755,-73.1226494,172
2021-01-08,2021,1,1,4,8,19,CRUE/SEM,,7.107093,-73.1149,10
2021-01-08,2021,1,1,4,8,15,CRUE/SEM,4.0,7.105837,-73.1146775,421
2021-01-08,2021,1,1,4,8,14,CRUE/SEM,3.0,7.1155919,-73.1049078,517
2021-01-08,2021,1,1,4,8,18,CRUE/SEM,3.0,7.1606967,-73.1323789,38
2021-01-08,2021,1,1,4,8,18,CRUE/SEM,3.0,7.1606967,-73.1323789,38
2021-01-08,2021,1,1,4,8,18,CRUE/SEM,5.0,7.1170937,-73.1267192,65
2021-01-08,2021,1,1,4,8,15,CRUE/SEM,5.0,7.1175905,-73.1110373,7
2021-01-08,2021,1,1,4,8,15,CRUE/SEM,3.0,7.113306,-73.1236018,13
2021-01-08,2021,1,1,4,8,13,CRUE/SEM,3.0,7.119349,-73.1227416,0
2021-01-08,2021,1,1,4,8,12,CRUE/SEM,3.0,7.1193402,-73.1270137,83
2021-01-08,2021,1,1,4,8,11,CRUE/SEM,2.0,7.0972416,-73.1193828,201
2021-01-08,2021,1,1,4,8,11,CRUE/SEM,3.0,7.1308723,-73.1245746,19
2021-01-08,2021,1,1,4,8,13,CRUE/SEM,3.0,7.1419506,-73.151627,378
2021-01-08,2021,1,1,4,8,11,CRUE/SEM,3.0,7.119349,-73.1227416,0
2021-01-08,2021,1,1,4,8,11,CRUE/SEM,4.0,7.1175894,-73.1112649,7
2021-01-08,2021,1,1,4,8,10,CRUE/SEM,4.0,7.1177887,-73.1197468,15
2021-01-08,2021,1,1,4,8,10,CRUE/SEM,4.0,7.0880207,-73.1291097,232
2021-01-08,2021,1,1,4,8,8,CRUE/SEM,3.0,7.123167,-73.1064645,357
2021-01-08,2021,1,1,4,8,7,CRUE/SEM,4.0,7.1196081,-73.1187254,257
2021-01-08,2021,1,1,4,8,7,CRUE/SEM,4.0,7.1606967,-73.1323789,38
2021-01-08,2021,1,1,4,8,7,CRUE/SEM,2.0,7.1676699,-73.1341063,21
2021-01-08,2021,1,1,4,8,7,CRUE/SEM,1.0,7.0813739,-73.1144219,1120
2021-01-08,2021,1,1,4,8,7,CRUE/SEM,4.0,7.1128288,-73.1215922,91
2021-01-08,2021,1,1,4,8,6,CRUE/SEM,3.0,7.119349,-73.1227416,0
2021-01-08,2021,1,1,4,8,16,CRUE/SEM,4.0,7.1439777,-73.1299847,199
2021-01-08,2021,1,1,4,8,16,CRUE/SEM,4.0,7.1254834,-73.1219674,6
2021-01-08,2021,1,1,4,8,16,CRUE/SEM,4.0,7.1232768,-73.1284319,2
2021-01-08,2021,1,1,4,8,17,CRUE/SEM,4.0,7.0986157,-73.1253606,1082
2021-01-08,2021,1,1,4,8,17,CRUE/SEM,4.0,7.1364441,-73.1317101,62
2021-01-08,2021,1,1,4,8,17,CRUE/SEM,4.0,7.1358038,-73.1311746,62
2021-01-08,2021,1,1,4,8,18,CRUE/SEM,4.0,7.1542512,-73.1313392,95
2021-01-08,2021,1,1,4,8,18,CRUE/SEM,,7.119349,-73.1227416,0
2021-01-08,2021,1,1,4,8,19,CRUE/SEM,4.0,7.1241079,-73.1110294,183
2021-01-08,2021,1,1,4,8,11,CRUE/SEM,4.0,7.1052471,-73.1219815,33
2021-01-08,2021,1,1,4,8,11,CRUE/SEM,3.0,7.1323969,-73.1151521,300
2021-01-08,2021,1,1,4,8,13,CRUE/SEM,3.0,7.0828974,-73.1300203,700
2021-01-08,2021,1,1,4,8,10,CRUE/SEM,3.0,7.1183638,-73.1075961,1304
2021-01-08,2021,1,1,4,8,9,CRUE/SEM,3.0,7.1780431,-73.1293272,21
2021-01-08,2021,1,1,4,8,0,CRUE/SEM,3.0,7.0855746,-73.1106759,954
2021-01-08,2021,1,1,4,8,14,CRUE/SEM,2.0,7.1155919,-73.1049078,517
2021-01-08,2021,1,1,4,8,14,CRUE/SEM,4.0,7.1076693,-73.1364925,4
2021-01-08,2021,1,1,4,8,14,CRUE/SEM,4.0,7.1254834,-73.1219674,6
2021-01-08,2021,1,1,4,8,14,CRUE/SEM,4.0,7.0996427,-73.1141281,158
2021-01-08,2021,1,1,4,8,14,CRUE/SEM,4.0,7.0854283,-73.1186434,27
2021-01-08,2021,1,1,4,8,13,CRUE/SEM,4.0,7.1346682,-73.1250215,712
2021-01-08,2021,1,1,4,8,12,CRUE/SEM,4.0,7.1018672,-73.1259966,56
2021-01-08,2021,1,1,4,8,11,CRUE/SEM,4.0,7.0854283,-73.1186434,27
2021-01-08,2021,1,1,4,8,11,CRUE/SEM,4.0,7.1039302,-73.1278838,639
2021-01-09,2021,1,1,5,9,16,CRUE/SEM,,7.1223827,-73.1105145,895
2021-01-09,2021,1,1,5,9,17,CRUE/SEM,4.0,7.119349,-73.1227416,0
2021-01-09,2021,1,1,5,9,7,CRUE/SEM,3.0,7.106128,-73.1190852,554
2021-01-09,2021,1,1,5,9,8,CRUE/SEM,3.0,7.1271749,-73.1130915,224
2021-01-09,2021,1,1,5,9,6,CRUE/SEM,3.0,7.1131379,-73.1104069,54
2021-01-09,2021,1,1,5,9,2,CRUE/SEM,3.0,7.119349,-73.1227416,0
2021-01-09,2021,1,1,5,9,16,CRUE/SEM,4.0,7.1166939,-73.1088778,365
2021-01-09,2021,1,1,5,9,7,CRUE/SEM,3.0,7.119349,-73.1227416,0
2021-01-09,2021,1,1,5,9,8,CRUE/SEM,4.0,7.1469879,-73.1331975,59
2021-01-09,2021,1,1,5,9,15,CRUE/SEM,4.0,7.1347207,-73.103761,30
2021-01-09,2021,1,1,5,9,8,CRUE/SEM,3.0,7.1290655,-73.1298292,3
2021-01-09,2021,1,1,5,9,8,CRUE/SEM,4.0,7.1193402,-73.1270137,83
2021-01-09,2021,1,1,5,9,8,CRUE/SEM,4.0,7.1263042,-73.1213394,463
2021-01-09,2021,1,1,5,9,8,CRUE/SEM,3.0,7.0996939,-73.1073169,29
2021-01-09,2021,1,1,5,9,10,CRUE/SEM,3.0,7.084472,-73.1325756,1024
2021-01-09,2021,1,1,5,9,10,CRUE/SEM,4.0,7.1204138,-73.114641,214
2021-01-09,2021,1,1,5,9,10,CRUE/SEM,4.0,7.09897,-73.10723,299
2021-01-09,2021,1,1,5,9,11,CRUE/SEM,3.0,7.1297371,-73.1225707,385
2021-01-09,2021,1,1,5,9,13,CRUE/SEM,4.0,7.0883327,-73.1085326,11
2021-01-09,2021,1,1,5,9,13,CRUE/SEM,3.0,7.131355,-73.1255827,19
2021-01-09,2021,1,1,5,9,8,CRUE/SEM,4.0,7.1068464,-73.0967986,450
2021-01-09,2021,1,1,5,9,8,CRUE/SEM,4.0,7.0883327,-73.1085326,11
2021-01-09,2021,1,1,5,9,8,CRUE/SEM,4.0,7.1273106,-73.1092735,722
2021-01-09,2021,1,1,5,9,14,CRUE/SEM,3.0,7.1780431,-73.1293272,21
2021-01-09,2021,1,1,5,9,14,CRUE/SEM,4.0,7.0883327,-73.1085326,11
2021-01-09,2021,1,1,5,9,14,CRUE/SEM,3.0,7.1780431,-73.1293272,21
2021-01-09,2021,1,1,5,9,12,CRUE/SEM,3.0,7.1128573,-73.1227065,13
2021-01-09,2021,1,1,5,9,14,CRUE/SEM,3.0,7.1217813,-73.1212453,343
2021-01-09,2021,1,1,5,9,14,CRUE/SEM,3.0,7.1559166,-73.136551,42
2021-01-09,2021,1,1,5,9,14,CRUE/SEM,3.0,7.1559166,-73.136551,42
2021-01-09,2021,1,1,5,9,15,CRUE/SEM,,7.1091615,-73.1058233,464
2021-01-09,2021,1,1,5,9,13,CRUE/SEM,3.0,7.131355,-73.1255827,19
2021-01-09,2021,1,1,5,9,23,CRUE/SEM,4.0,7.0956674,-73.111379,1036
2021-01-09,2021,1,1,5,9,14,CRUE/SEM,3.0,7.1780431,-73.1293272,21
2021-01-09,2021,1,1,5,9,14,CRUE/SEM,4.0,7.0883327,-73.1085326,11
2021-01-09,2021,1,1,5,9,14,CRUE/SEM,3.0,7.1780431,-73.1293272,21
2021-01-09,2021,1,1,5,9,12,CRUE/SEM,3.0,7.1128573,-73.1227065,13
2021-01-09,2021,1,1,5,9,14,CRUE/SEM,3.0,7.1217813,-73.1212453,343
2021-01-09,2021,1,1,5,9,14,CRUE/SEM,3.0,7.1559166,-73.136551,42
2021-01-09,2021,1,1,5,9,14,CRUE/SEM,3.0,7.1559166,-73.136551,42
2021-01-09,2021,1,1,5,9,15,CRUE/SEM,4.0,7.1347207,-73.103761,30
2021-01-09,2021,1,1,5,9,16,CRUE/SEM,4.0,7.1166939,-73.1088778,365
2021-01-09,2021,1,1,5,9,16,CRUE/SEM,2.0,7.1223827,-73.1105145,895
2021-01-09,2021,1,1,5,9,17,CRUE/SEM,4.0,7.119349,-73.1227416,0
2021-01-09,2021,1,1,5,9,21,CRUE/SEM,4.0,7.1184187,-73.1274345,511
2021-01-09,2021,1,1,5,9,21,CRUE/SEM,,7.1496461,-73.1480925,90
2021-01-09,2021,1,1,5,9,23,CRUE/SEM,3.0,7.1019033,-73.126198,56
2021-01-09,2021,1,1,5,9,7,CRUE/SEM,4.0,7.1116848,-73.106932,169
2021-01-09,2021,1,1,5,9,8,CRUE/SEM,4.0,7.1183461,-73.1137223,610
2021-01-09,2021,1,1,5,9,13,CRUE/SEM,3.0,7.131355,-73.1255827,19
2021-01-09,2021,1,1,5,9,7,CRUE/SEM,3.0,7.119349,-73.1227416,0
2021-01-09,2021,1,1,5,9,13,CRUE/SEM,3.0,7.131355,-73.1255827,19
2021-01-09,2021,1,1,5,9,11,CRUE/SEM,3.0,7.1297371,-73.1225707,385
2021-01-09,2021,1,1,5,9,2,CRUE/SEM,3.0,7.119349,-73.1227416,0
2021-01-09,2021,1,1,5,9,6,CRUE/SEM,3.0,7.1131379,-73.1104069,54
2021-01-09,2021,1,1,5,9,7,CRUE/SEM,3.0,7.119349,-73.1227416,0
2021-01-09,2021,1,1,5,9,7,CRUE/SEM,3.0,7.106128,-73.1190852,554
2021-01-09,2021,1,1,5,9,8,CRUE/SEM,3.0,7.1290655,-73.1298292,3
2021-01-09,2021,1,1,5,9,8,CRUE/SEM,4.0,7.1273106,-73.1092735,722
2021-01-09,2021,1,1,5,9,8,CRUE/SEM,4.0,7.0883327,-73.1085326,11
2021-01-09,2021,1,1,5,9,8,CRUE/SEM,3.0,7.1068464,-73.0967986,450
2021-01-09,2021,1,1,5,9,8,CRUE/SEM,4.0,7.1469879,-73.1331975,59
2021-01-09,2021,1,1,5,9,8,CRUE/SEM,3.0,7.1271749,-73.1130915,224
2021-01-09,2021,1,1,5,9,8,CRUE/SEM,4.0,7.1193402,-73.1270137,83
2021-01-09,2021,1,1,5,9,8,CRUE/SEM,4.0,7.1263042,-73.1213394,463
2021-01-09,2021,1,1,5,9,8,CRUE/SEM,3.0,7.0996939,-73.1073169,29
2021-01-09,2021,1,1,5,9,10,CRUE/SEM,3.0,7.084472,-73.1325756,1024
2021-01-09,2021,1,1,5,9,10,CRUE/SEM,4.0,7.1204138,-73.114641,214
2021-01-09,2021,1,1,5,9,10,CRUE/SEM,4.0,7.09897,-73.10723,299
2021-01-09,2021,1,1,5,9,13,CRUE/SEM,4.0,7.0883327,-73.1085326,11
2021-01-09,2021,1,1,5,9,8,CRUE/SEM,3.0,7.1018672,-73.1259966,56
2021-01-09,2021,1,1,5,9,15,CRUE/SEM,4.0,7.1091615,-73.1058233,464
2021-01-09,2021,1,1,5,9,8,CRUE/SEM,3.0,7.1099075,-73.1100881,110
2021-01-09,2021,1,1,5,9,22,CRUE/SEM,2.0,7.1037429,-73.1209686,386
2021-01-09,2021,1,1,5,9,22,CRUE/SEM,4.0,7.0883841,-73.1082597,11
2021-01-09,2021,1,1,5,9,21,CRUE/SEM,1.0,7.0857663,-73.1248793,315
2021-01-09,2021,1,1,5,9,0,CRUE/SEM,4.0,7.119349,-73.1227416,0
2021-01-09,2021,1,1,5,9,20,CRUE/SEM,3.0,7.12809,-73.1297,340
2021-01-09,2021,1,1,5,9,20,CRUE/SEM,4.0,7.1316263,-73.132486,815
2021-01-09,2021,1,1,5,9,20,CRUE/SEM,4.0,7.1326484,-73.1280159,884
2021-01-09,2021,1,1,5,9,20,CRUE/SEM,4.0,7.1206415,-73.1209489,173
2021-01-09,2021,1,1,5,9,20,CRUE/SEM,4.0,7.1093407,-73.10993,241
2021-01-09,2021,1,1,5,9,20,CRUE/SEM,4.0,7.1112306,-73.1176146,538
2021-01-09,2021,1,1,5,9,20,CRUE/SEM,4.0,7.0857663,-73.1248793,315
2021-01-09,2021,1,1,5,9,0,CRUE/SEM,4.0,7.1308723,-73.1245746,19
2021-01-09,2021,1,1,5,9,16,CRUE/SEM,2.0,7.1171847,-73.126635,65
2021-01-09,2021,1,1,5,9,0,CRUE/SEM,4.0,7.0983903,-73.1627225,58
2021-01-09,2021,1,1,5,9,14,CRUE/SEM,3.0,7.1011052,-73.0968493,284
2021-01-09,2021,1,1,5,9,18,CRUE/SEM,2.0,7.119349,-73.1227416,0
2021-01-09,2021,1,1,5,9,18,CRUE/SEM,2.0,7.119349,-73.1227416,0
2021-01-09,2021,1,1,5,9,18,CRUE/SEM,2.0,7.119349,-73.1227416,0
2021-01-09,2021,1,1,5,9,16,CRUE/SEM,2.0,7.1016837,-73.116042,926
2021-01-09,2021,1,1,5,9,18,CRUE/SEM,4.0,7.1059332,-73.1161013,1277
2021-01-09,2021,1,1,5,9,13,CRUE/SEM,,7.110472,-73.1194085,5
2021-01-09,2021,1,1,5,9,0,CRUE/SEM,4.0,7.1141432,-73.1151135,130
2021-01-09,2021,1,1,5,9,19,CRUE/SEM,4.0,7.107093,-73.1149,10
2021-01-09,2021,1,1,5,9,18,CRUE/SEM,3.0,7.119349,-73.1227416,0
2021-01-09,2021,1,1,5,9,15,CRUE/SEM,2.0,7.0982752,-73.1112433,18
2021-01-10,2021,1,1,6,10,16,CRUE/SEM,3.0,7.1274549,-73.1191323,1
2021-01-10,2021,1,1,6,10,15,CRUE/SEM,4.0,7.1250722,-73.1306673,890
2021-01-10,2021,1,1,6,10,17,CRUE/SEM,3.0,7.1203067,-73.1132305,55
2021-01-10,2021,1,1,6,10,17,CRUE/SEM,3.0,7.110472,-73.1194085,5
2021-01-10,2021,1,1,6,10,23,CRUE/SEM,3.0,7.1499873,-73.1320101,16
2021-01-10,2021,1,1,6,10,14,CRUE/SEM,3.0,7.1242882,-73.1330378,833
2021-01-10,2021,1,1,6,10,13,CRUE/SEM,3.0,7.1230318,-73.1287139,2
2021-01-10,2021,1,1,6,10,11,CRUE/SEM,3.0,7.1155403,-73.1085182,178
2021-01-10,2021,1,1,6,10,8,CRUE/SEM,3.0,7.119349,-73.1227416,0
2021-01-10,2021,1,1,6,10,8,CRUE/SEM,3.0,7.1156682,-73.1232217,20
2021-01-10,2021,1,1,6,10,8,CRUE/SEM,2.0,7.119349,-73.1227416,0
2021-01-10,2021,1,1,6,10,6,CRUE/SEM,3.0,7.1300268,-73.0975346,805
2021-01-10,2021,1,1,6,10,7,CRUE/SEM,3.0,7.1019033,-73.126198,56
2021-01-10,2021,1,1,6,10,17,CRUE/SEM,3.0,7.122761,-73.128733,2
2021-01-10,2021,1,1,6,10,6,CRUE/SEM,3.0,7.0999166,-73.1292588,121
2021-01-10,2021,1,1,6,10,19,CRUE/SEM,3.0,7.0915313,-73.1106183,223
2021-01-10,2021,1,1,6,10,19,CRUE/SEM,3.0,7.1136127,-73.1098294,364
2021-01-10,2021,1,1,6,10,19,CRUE/SEM,3.0,7.1174107,-73.1280109,52
2021-01-10,2021,1,1,6,10,19,CRUE/SEM,3.0,7.1174107,-73.1280109,52
2021-01-10,2021,1,1,6,10,19,CRUE/SEM,3.0,7.1254834,-73.1219674,6
2021-01-10,2021,1,1,6,10,20,CRUE/SEM,3.0,7.1448432,-73.1277843,76
2021-01-10,2021,1,1,6,10,20,CRUE/SEM,3.0,7.1448432,-73.1277843,76
2021-01-10,2021,1,1,6,10,6,CRUE/SEM,3.0,7.113192,-73.122961,13
2021-01-11,2021,1,2,0,11,21,CRUE/SEM,2.0,7.1641128,-73.1401327,1105
2021-01-11,2021,1,2,0,11,23,CRUE/SEM,2.0,7.119349,-73.1227416,0
2021-01-11,2021,1,2,0,11,8,CRUE/SEM,5.0,7.1073449,-73.1234933,242
2021-01-11,2021,1,2,0,11,8,CRUE/SEM,3.0,7.1123494,-73.1297143,46
2021-01-11,2021,1,2,0,11,10,CRUE/SEM,5.0,7.110472,-73.1194085,5
2021-01-11,2021,1,2,0,11,12,CRUE/SEM,5.0,7.1530144,-73.1416728,682
2021-01-11,2021,1,2,0,11,12,CRUE/SEM,3.0,7.1187296,-73.1360439,793
2021-01-11,2021,1,2,0,11,13,CRUE/SEM,5.0,7.1321079,-73.1338986,944
2021-01-11,2021,1,2,0,11,13,CRUE/SEM,5.0,7.1274549,-73.1191323,1
2021-01-11,2021,1,2,0,11,12,CRUE/SEM,3.0,7.1407706,-73.1233873,1466
2021-01-11,2021,1,2,0,11,13,CRUE/SEM,3.0,7.119349,-73.1227416,0
2021-01-11,2021,1,2,0,11,14,CRUE/SEM,5.0,7.1144835,-73.1105384,271
2021-01-11,2021,1,2,0,11,14,CRUE/SEM,5.0,7.0856859,-73.1225528,225
2021-01-11,2021,1,2,0,11,14,CRUE/SEM,5.0,7.183232,-73.1299118,21
2021-01-11,2021,1,2,0,11,17,CRUE/SEM,5.0,7.1301516,-73.1221098,1226
2021-01-11,2021,1,2,0,11,18,CRUE/SEM,5.0,7.126238,-73.1176407,370
2021-01-11,2021,1,2,0,11,19,CRUE/SEM,2.0,7.119349,-73.1227416,0
2021-01-11,2021,1,2,0,11,19,CRUE/SEM,,7.1174006,-73.1219968,633
2021-01-11,2021,1,2,0,11,21,CRUE/SEM,2.0,7.1089219,-73.1351342,247
2021-01-11,2021,1,2,0,11,21,CRUE/SEM,2.0,7.0983903,-73.1627225,58
2021-01-11,2021,1,2,0,11,13,CRUE/SEM,3.0,7.119349,-73.1227416,0
2021-01-11,2021,1,2,0,11,21,CRUE/SEM,2.0,7.0983903,-73.1627225,58
2021-01-11,2021,1,2,0,11,22,CRUE/SEM,2.0,7.1448432,-73.1277843,76
